date,yield,species,region,size_range,dump_size,cooking_time,post_cook_temp
2019-05-22,1.07341213242752,Yellowfin,Atlantic ocean,4-5,2023.53280276636,2.87971764163919,71.3301041935673
2018-12-25,0.106309886752438,Yellowfin,Pacific ocean,3-4,2227.05920632708,3.13564672266887,64.5671236761929
2019-06-01,1.02612942027324,Yellowfin,Indian ocean,4-5,2086.94009358224,2.69732025108398,72.0037286318872
2019-10-18,1.15761202108003,Yellowfin,Indian ocean,1-3,1993.22081984048,3.14670123966268,71.858774521438
2019-09-15,0.942282989642527,Yellowfin,Atlantic ocean,>6,1906.49672549866,2.90256497682142,69.4455009377606
2019-12-05,0.761265095927194,Albacore,Indian ocean,<1,1690.04433405425,2.48262118779507,62.6069004530719
2018-05-01,0.493195427963171,Yellowfin,Atlantic ocean,5-6,1967.92494945586,2.71755447882152,67.1193661486109
2019-02-11,0.483152384673212,Albacore,Atlantic ocean,<1,2019.76202240514,2.41826344399157,64.3437080044365
2018-10-18,0.586903336926867,Yellowfin,Atlantic ocean,1-3,2033.34868041214,3.10537144891,67.7362946303201
2018-01-30,0.479131522736416,Yellowfin,Atlantic ocean,>6,1841.67038534242,3.09169274891847,65.5767312761649
2018-07-01,0.885312349713862,Yellowfin,Indian ocean,>6,1994.57324038498,2.90278551635153,69.1913420565768
2019-10-29,0.864754159469416,Yellowfin,Pacific ocean,4-5,2125.02433911453,3.12819514549981,71.3724966631403
2018-05-10,0.886527321646604,Yellowfin,Pacific ocean,3-4,1706.24104865983,2.90190388514311,67.9196010660956
2018-11-11,0.547818025267378,Albacore,Pacific ocean,3-4,1716.06020277371,1.75441581817829,62.4010966485903
2018-08-20,0.809249383891216,Yellowfin,Pacific ocean,5-6,1943.09831890586,3.19744411897712,70.9545974469078
2019-10-31,0.893365463189871,Yellowfin,Atlantic ocean,>6,1611.05671613957,2.97631736983396,69.6663049831433
2019-08-15,0.713892376485182,Yellowfin,Indian ocean,5-6,1732.27977692761,2.93448112624879,68.4756003219055
2019-08-05,0.353927204037234,Albacore,Pacific ocean,5-6,1942.73020364104,1.95592501105224,62.7591666529991
2019-02-07,0.692053749572862,Yellowfin,Indian ocean,1-3,2227.69648247351,2.75874652899105,68.9876187920115
2018-08-15,0.613695199875214,Yellowfin,Atlantic ocean,1-3,1993.64618375011,3.10101078443235,68.3942291267243
2018-08-20,0.536245644174554,Albacore,Atlantic ocean,1-3,2023.37537725712,2.27955218444828,62.1908199396207
2019-12-17,0.105861802304026,Albacore,Atlantic ocean,3-4,2246.44849417611,1.61877721013819,66.2248539134233
2018-05-09,0.710956117699563,Yellowfin,Indian ocean,3-4,2200.79357987955,2.9409275005345,69.6101698498188
2019-03-29,0.635240186789941,Albacore,Pacific ocean,3-4,1797.85766044225,2.10759784621883,64.9639272790929
2018-06-01,0.430764416655664,Albacore,Indian ocean,>6,1974.35523620293,2.29946111581734,60.440494065747
2018-01-31,0.76809453563467,Yellowfin,Atlantic ocean,<1,2182.89297899211,2.75820923996996,70.4615750901793
2019-03-04,0.560397559984161,Albacore,Pacific ocean,<1,1732.82876280528,1.87247341450003,61.9302107956582
2019-05-15,0.413275828258026,Albacore,Pacific ocean,4-5,1962.8818546224,2.00333054510652,63.0254043803454
2018-10-13,0.499160924719517,Albacore,Pacific ocean,5-6,1807.68921630953,2.00317810434107,63.3797157673141
2019-05-09,0.574662433293549,Albacore,Indian ocean,1-3,1972.86910892463,2.06429395372347,62.4853437355704
2018-08-20,0.885014989938005,Yellowfin,Pacific ocean,4-5,1670.74524692939,2.82824776891446,67.1774664060527
2018-06-09,0.484791091315561,Albacore,Atlantic ocean,5-6,1812.64839276882,1.9718546698164,61.1383411735063
2019-08-25,0.669693380840964,Albacore,Atlantic ocean,<1,1601.76360276386,2.63100512452455,63.6296163274674
2019-10-12,0.914167699082399,Yellowfin,Pacific ocean,<1,1831.53027228205,3.24606638319734,70.3673211754819
2018-12-31,0.925095462247806,Yellowfin,Atlantic ocean,3-4,1876.88515744804,2.42132615670747,68.8858084245729
2018-08-12,0.450419624276437,Albacore,Indian ocean,>6,1838.68908201112,1.95810501337284,60.1926457442026
2018-07-13,0.735046385159077,Yellowfin,Indian ocean,4-5,1860.18884555885,3.03919462277675,68.7371728793635
2019-11-27,0.745611825038568,Yellowfin,Indian ocean,4-5,2088.71550950377,3.21861618531533,71.5731212282222
2018-03-11,0.424753474655064,Albacore,Pacific ocean,3-4,1994.78998301036,2.03130863165945,62.1317382633619
2019-02-14,0.534176596383947,Yellowfin,Atlantic ocean,4-5,2030.55908294584,3.11333361906773,67.7318615621447
2018-04-13,0.70744917050078,Yellowfin,Pacific ocean,1-3,2041.06496206184,3.19800618810308,68.8899661363422
2019-12-24,0.501548642273158,Yellowfin,Atlantic ocean,5-6,2283.0234819894,3.19942966082659,68.827998584571
2018-12-14,0.771267096451126,Albacore,Pacific ocean,1-3,1848.67150487387,2.11484190865848,67.0782061602275
2018-06-09,0.526269892744697,Albacore,Atlantic ocean,1-3,2041.39693814987,2.04133957678636,62.7844423956838
2019-07-26,0.538983708683817,Albacore,Indian ocean,>6,1965.49052559169,2.38012874486906,64.5954416570481
2019-05-26,0.678131671949149,Yellowfin,Pacific ocean,>6,2186.7055893579,3.13607363031885,70.2819028487409
2018-12-22,0.788401516258501,Yellowfin,Pacific ocean,1-3,1690.12491747006,2.73119188432026,68.3157939975738
2018-11-23,0.597753852910113,Yellowfin,Atlantic ocean,3-4,1944.99809005254,2.81267479313048,67.9865567944767
2019-03-26,0.53506037932209,Albacore,Indian ocean,>6,1691.00007107406,2.1398466651284,66.563670882886
2018-01-22,0.558736657383573,Albacore,Atlantic ocean,<1,1866.97891730873,2.09752694168449,62.7017923552349
2018-06-26,0.572137847270757,Albacore,Pacific ocean,>6,1910.27089168792,2.02469839891894,64.9027150023338
2018-08-15,0.609612794508142,Yellowfin,Pacific ocean,<1,2059.29649502015,3.18409890002874,69.6717104844489
2018-02-18,0.608965045501567,Yellowfin,Indian ocean,<1,1700.82941364951,2.37560705464823,66.3848731851756
2019-04-10,0.796026993386484,Yellowfin,Atlantic ocean,>6,1725.20803022699,2.94692153372077,68.0960160974714
2018-11-01,0.434336697968429,Albacore,Atlantic ocean,4-5,1864.53215088999,1.97555959922583,63.7719317127428
2018-09-18,0.779542064033706,Albacore,Atlantic ocean,4-5,1598.61556595298,1.91863977046902,64.7419820627503
2019-01-25,0.186067405656684,Yellowfin,Pacific ocean,1-3,2352.3543551978,3.20853182336647,65.7714226821294
2018-12-23,0.91146467760589,Yellowfin,Atlantic ocean,3-4,1753.88002025493,2.58889007091322,68.9540776854015
2019-06-10,0.546329152715533,Albacore,Pacific ocean,4-5,1898.75504986458,1.84067858917142,59.7947465243099
2018-06-01,0.259696227001414,Albacore,Indian ocean,>6,2380.25196830487,2.18484364247944,65.6554067210403
2018-09-24,0.271082024571444,Yellowfin,Indian ocean,3-4,1983.23528981235,3.24210866541582,66.2679080203032
2018-09-02,0.197653695000216,Albacore,Indian ocean,>6,2330.83880946358,2.29979616718151,65.1924605948831
2019-07-25,0.472085746359887,Albacore,Indian ocean,>6,1919.49103347636,2.03704484726905,62.7697397800671
2019-09-29,0.40132058437897,Yellowfin,Atlantic ocean,>6,2000.75257150391,3.09335804907407,65.5366874034726
2018-11-23,0.639849257647187,Albacore,Indian ocean,4-5,1899.79785730018,2.48852573228822,63.1718708348422
2019-03-20,0.38615781489056,Albacore,Pacific ocean,3-4,1854.96127426632,2.00484523991812,65.9334986302019
2019-06-19,0.748204506907487,Yellowfin,Indian ocean,<1,1980.47128801373,3.15831341062463,68.2970297051372
2018-01-26,-0.0246192920514431,Yellowfin,Pacific ocean,5-6,2189.05828277995,3.33138075616893,64.5530985303
2019-07-15,0.675701654550924,Albacore,Indian ocean,3-4,1695.47292109865,1.94068867743453,65.0995422785737
2019-06-30,0.155583028111628,Albacore,Pacific ocean,5-6,2213.97009894046,1.92604038025228,59.7420093341967
2019-02-09,0.939174017425058,Yellowfin,Atlantic ocean,<1,1707.91564272476,2.72924974152842,69.7948653065502
2018-04-10,0.589625074848946,Albacore,Atlantic ocean,>6,2155.04548699132,2.15564004801946,63.5880664840707
2018-06-16,0.459473890403299,Yellowfin,Pacific ocean,>6,1530.50017442304,3.49098227703528,64.8020384644925
2019-07-02,0.566430329198389,Albacore,Pacific ocean,<1,1836.5796293004,2.44259611979178,63.5216611055295
2018-06-21,0.369629178592947,Albacore,Atlantic ocean,4-5,2060.33363266525,2.3109631736328,65.7515693225939
2019-06-07,0.218941276457086,Albacore,Atlantic ocean,5-6,2544.97630173806,2.00094924761284,66.8700654631166
2019-04-14,0.46243668505984,Yellowfin,Indian ocean,1-3,1954.63865966218,2.88569838123806,65.3308122443398
2019-08-31,1.10786279293659,Yellowfin,Indian ocean,1-3,1553.10607269483,3.21863859016983,70.6188409843605
2019-05-20,0.31540450219825,Albacore,Pacific ocean,1-3,2139.22211471201,1.8066903025874,61.0668473912406
2019-09-09,0.640698777495892,Yellowfin,Atlantic ocean,4-5,1894.13329863455,2.99973215762998,67.5292387937445
2018-06-07,0.552372771484728,Albacore,Pacific ocean,<1,1822.0309395759,2.00030196530418,65.2556689104367
2019-12-01,0.732211400781752,Yellowfin,Pacific ocean,1-3,1875.67118247344,3.07757429027713,69.6649339908215
2019-12-08,0.632210645208794,Yellowfin,Indian ocean,>6,2312.94541290385,3.18616016965773,69.0833687014122
2018-04-13,-0.115886562716394,Yellowfin,Atlantic ocean,<1,2366.57309073767,2.77059824054765,62.071119209033
2019-01-30,0.268302665818961,Yellowfin,Atlantic ocean,<1,2374.29252074131,2.89138001265799,67.2158824012777
2019-05-11,0.0193855530624084,Yellowfin,Atlantic ocean,3-4,2204.71330574561,3.12257590924428,64.123607972415
2018-02-16,0.625366337290104,Albacore,Atlantic ocean,1-3,1785.04818681656,2.50047715105893,66.5699747713416
2018-01-31,0.494609550533138,Albacore,Atlantic ocean,5-6,1891.54728354901,1.9597754476758,63.7275298349164
2018-11-13,0.428664537027334,Albacore,Pacific ocean,>6,1751.00550253453,1.69238551612748,61.2300671870898
2018-10-26,0.564718679622365,Albacore,Atlantic ocean,5-6,1944.77158152822,2.2047374509989,63.7951487635912
2019-06-17,0.301602185980682,Albacore,Atlantic ocean,4-5,2527.40980375833,2.36381275216221,64.1446525266334
2018-10-13,0.492531144472193,Albacore,Atlantic ocean,3-4,1962.7706964529,2.12134032558223,61.3770190320816
2018-05-24,0.581770889226034,Albacore,Indian ocean,4-5,2041.38527896309,2.15815436608489,64.466555215096
2018-07-01,0.721682759349121,Albacore,Atlantic ocean,5-6,2030.41094853742,2.50940011621506,63.6318834072304
2018-06-06,0.804191435144482,Yellowfin,Indian ocean,<1,2066.5882992418,3.12241148854177,69.0203127513729
2019-06-29,0.664251935850639,Yellowfin,Atlantic ocean,>6,2127.92079948761,3.11153020325389,68.9557147417953
2018-11-10,0.483159381278248,Albacore,Pacific ocean,5-6,2012.12883027146,1.64745972909072,63.9007627970099
2018-03-31,0.510823971616284,Albacore,Pacific ocean,3-4,1827.97963596853,2.56050246676443,63.0582657807708
2018-04-26,0.508548597160235,Albacore,Atlantic ocean,<1,2327.98480427043,2.43219929275166,62.9541076444464
2018-05-22,1.14408945857408,Yellowfin,Atlantic ocean,5-6,1802.70870986448,3.45565887414794,72.8665436658747
2018-05-31,1.12494522173309,Yellowfin,Pacific ocean,1-3,2058.0752992488,2.76211661506626,72.4807724295994
2018-01-23,0.289138011459624,Yellowfin,Indian ocean,5-6,2369.89608971856,2.53996460129154,66.059541437045
2019-07-21,0.793440251983243,Yellowfin,Indian ocean,3-4,2042.14469843034,2.94221410624177,68.7973440568465
2018-11-07,1.03056027113154,Yellowfin,Indian ocean,>6,1664.79466694383,2.76299784276189,71.2176855371418
2018-05-28,0.501563075891548,Albacore,Pacific ocean,3-4,2067.43634796584,2.11610283387895,63.841333732429
2019-01-11,0.341684875669496,Yellowfin,Atlantic ocean,4-5,2110.14296581423,3.20673828461085,66.4252946564705
2018-03-08,0.559996499624528,Albacore,Atlantic ocean,4-5,1963.69521677227,2.20457065450655,67.6655472516482
2018-03-04,0.384218378222566,Albacore,Pacific ocean,4-5,2190.98371835115,1.93137871853894,62.2112065887579
2018-05-12,0.646849223457029,Albacore,Atlantic ocean,4-5,1754.50663038364,1.75836365698286,64.5451253910661
2018-09-18,0.586742998645314,Albacore,Atlantic ocean,5-6,2117.17949937221,2.31382518586866,65.614068809318
2018-11-19,0.450070957344457,Albacore,Pacific ocean,>6,2227.91816370731,2.31577098799751,65.5229433735247
2018-10-05,0.0471276053721865,Yellowfin,Indian ocean,>6,1865.61978734835,3.16397338675129,62.8380125159326
2019-08-16,0.625010299273756,Albacore,Indian ocean,>6,1753.91788934158,1.75895773083682,63.2222783128288
2018-05-20,0.224869725963084,Albacore,Pacific ocean,1-3,2232.26005955902,2.10194040768208,61.5014640475874
2019-07-16,0.812571991587858,Yellowfin,Indian ocean,<1,1754.81822312664,2.84767188436729,67.7902922563746
2018-01-03,0.536205718847675,Yellowfin,Atlantic ocean,1-3,1944.45743385451,3.24048893528907,66.7930571539354
2019-09-26,0.372767849900626,Albacore,Atlantic ocean,4-5,2121.3332004109,1.99938291001813,62.3169217233392
2019-12-26,0.761913119601061,Yellowfin,Atlantic ocean,<1,1639.7984038639,2.67088564838042,65.5422141362421
2019-12-19,0.682294310107183,Albacore,Atlantic ocean,3-4,1537.70794397521,1.96357269351695,64.2044383069376
2019-08-11,0.764809005729274,Yellowfin,Indian ocean,<1,1877.10339961563,2.39305242595893,66.7861437725303
2019-06-16,0.623946282845894,Yellowfin,Indian ocean,3-4,1869.0432084893,3.34302160310809,68.2030126425657
2019-11-18,0.572015497730587,Albacore,Pacific ocean,>6,1816.27526533304,1.70761003907927,61.5871206493575
2018-05-11,0.889528195072715,Yellowfin,Indian ocean,<1,1453.12269807797,3.33791973029134,67.8508058295862
2019-02-05,0.256497160069362,Yellowfin,Pacific ocean,4-5,2035.84883329329,3.51645997360117,65.6431316877788
2018-04-26,0.631170148372385,Yellowfin,Indian ocean,<1,2056.53604613958,3.39102437193532,68.4587187552296
2018-01-25,0.685199618294407,Yellowfin,Pacific ocean,5-6,1882.33458874166,2.98233225689009,69.9149492916899
2018-12-01,0.348427912920306,Albacore,Pacific ocean,3-4,2006.23540895598,1.97647836491126,61.5752191696677
2019-10-06,0.317157356913016,Albacore,Atlantic ocean,<1,2217.03932344598,1.86638180946141,63.0725769822748
2018-12-31,0.689544801733819,Albacore,Pacific ocean,4-5,1921.44960227516,2.46278031404337,62.5072755209109
2018-08-16,0.417882074126201,Yellowfin,Pacific ocean,5-6,1924.53265690348,2.89332453777515,67.1161697588092
2019-08-13,0.954826585009405,Yellowfin,Atlantic ocean,>6,1567.12992535254,2.84495489686394,68.5915047412086
2019-05-07,0.591807293189989,Yellowfin,Indian ocean,1-3,2135.81773935621,2.32868909261412,68.1120005164209
2018-02-25,1.01089062254788,Yellowfin,Pacific ocean,<1,1903.99761978196,3.36290853678728,71.5049877078175
2018-08-31,0.765699855281965,Yellowfin,Atlantic ocean,4-5,1959.46824971298,2.51053652163829,69.6689107236861
2018-06-21,0.464364049754437,Albacore,Atlantic ocean,5-6,2008.80556601712,2.22702750677429,65.2847497037477
2019-03-24,0.159413526083452,Yellowfin,Indian ocean,<1,2082.31613818441,3.20081110533544,66.9646470921941
2018-04-15,0.289796079061068,Yellowfin,Atlantic ocean,>6,1938.93437844433,3.30464153522977,65.3121585520996
2019-04-21,0.346120169778901,Albacore,Indian ocean,5-6,2298.61281927773,1.57224965894456,63.0644867381352
2019-02-08,0.450780774126768,Albacore,Indian ocean,3-4,2027.78670374212,2.03402711970632,65.0980189728207
2018-09-05,0.635130421376301,Yellowfin,Indian ocean,4-5,1713.5593724419,3.50912184065208,68.5596619452082
2018-10-26,0.691529551592393,Yellowfin,Atlantic ocean,4-5,1834.06031132593,3.2158860172994,68.4425791686221
2018-02-28,0.504213803895277,Albacore,Atlantic ocean,1-3,1881.36391804145,2.23057454263262,64.5881752355813
2019-11-13,0.364634675173728,Albacore,Atlantic ocean,>6,1919.62245801499,1.99749517282377,58.9130904300558
2019-02-08,0.34537161835594,Albacore,Indian ocean,1-3,2221.93475343438,2.07320742611995,64.3220785041793
2018-06-02,0.528099951373147,Albacore,Indian ocean,<1,2202.08192227731,2.20429336565077,63.2929375340559
2018-07-26,0.598596614693377,Albacore,Atlantic ocean,5-6,1737.98304711117,1.89111488064312,65.5085553592138
2018-06-11,0.93767231091921,Yellowfin,Atlantic ocean,<1,1803.29783679202,2.74621634971198,69.6552163783043
2019-10-26,0.410556597858348,Albacore,Pacific ocean,4-5,2102.26607096621,1.98805683569183,66.5796058869805
2019-11-19,0.701325938436952,Albacore,Indian ocean,1-3,1737.66527032632,1.61250094923605,63.3922665708927
2018-02-10,0.371859740491644,Yellowfin,Indian ocean,3-4,2183.95124039293,3.48486920987895,66.3918270931975
2018-12-31,0.709837922866289,Yellowfin,Indian ocean,<1,2001.7399393006,3.44455671924435,69.0790750998798
2019-02-10,0.367416798867501,Albacore,Indian ocean,<1,1891.82297946118,1.52442527351407,63.4541909876239
2018-11-16,0.689534966412481,Albacore,Indian ocean,1-3,1887.01380855692,1.85008564761573,65.3061429157777
2018-10-22,0.46508895298029,Albacore,Indian ocean,4-5,1779.36754469147,2.08163967861665,59.4259468483848
2019-05-29,0.474562680488868,Yellowfin,Pacific ocean,1-3,2365.06675212348,2.91494651282461,68.5956414157529
2019-05-12,0.682114317653363,Yellowfin,Indian ocean,1-3,2087.01630345858,3.39950469846633,69.5218412286976
2019-11-14,0.549858088775619,Yellowfin,Atlantic ocean,5-6,2027.26142988746,3.05739694827848,68.1608592419498
2019-01-31,0.727878577578279,Yellowfin,Atlantic ocean,5-6,1978.70227234781,3.37482383607918,69.9824792713677
2019-04-12,0.158978185668057,Albacore,Atlantic ocean,<1,1928.38134859327,1.66257713412748,63.4968655998513
2019-04-19,0.451189474921382,Albacore,Atlantic ocean,5-6,2170.14477950825,2.48136314041467,62.5473174793028
2019-07-11,0.627361386688928,Yellowfin,Atlantic ocean,5-6,2402.51230953439,2.59650720324872,68.9066610067989
2019-08-04,0.176267321466218,Albacore,Pacific ocean,4-5,2362.11323329946,2.06609105662104,62.3763518226798
2018-12-03,0.373344919101411,Albacore,Indian ocean,5-6,1931.7432671911,2.25840855140659,63.8103872266186
2019-05-24,0.826412504577023,Yellowfin,Pacific ocean,3-4,2059.86489422002,2.80870819243694,69.3602004215591
2018-11-11,0.555505544644424,Albacore,Pacific ocean,1-3,2110.54086848118,2.14848756766914,64.7468290404427
2019-02-08,0.956036771698783,Yellowfin,Atlantic ocean,1-3,1913.81747849483,2.13510621027028,69.4751005789433
2019-06-11,0.56112732274778,Albacore,Indian ocean,>6,1918.44118137768,1.68231589899609,61.8878887604077
2018-01-02,0.538991367708442,Albacore,Atlantic ocean,4-5,1835.7682450518,1.773691528498,64.6026471602164
2019-04-30,0.664014385769321,Albacore,Indian ocean,1-3,1740.10664202523,2.01826918897687,65.4729601005519
2019-10-23,0.740750297849676,Yellowfin,Pacific ocean,3-4,2186.15644572602,2.59100642095332,68.084532557998
2018-12-10,0.745713378742403,Yellowfin,Indian ocean,1-3,2274.31276060088,3.13824059713795,69.7749112073958
2019-10-06,0.268523096725366,Yellowfin,Pacific ocean,1-3,2375.49271136623,3.26337103320909,67.1622354094669
2019-06-03,0.60206440287371,Yellowfin,Pacific ocean,>6,1762.26957908893,2.83123214873973,68.2018635595142
2019-10-10,0.460091441834214,Albacore,Indian ocean,5-6,2284.93920543579,2.00625880354496,63.9347182745643
2019-08-08,0.681206564251711,Albacore,Pacific ocean,5-6,1886.18449546925,2.04019579374229,67.9049406704836
2018-07-18,0.313707684608579,Albacore,Pacific ocean,3-4,2110.45278777625,1.9596048080706,63.95259191039
2019-04-18,0.347556262821795,Yellowfin,Indian ocean,4-5,2316.60682218736,2.46424401871145,65.5051732869812
2018-01-14,0.70240303744095,Yellowfin,Pacific ocean,4-5,1773.79910213229,3.14763378865784,68.8366707244024
2018-08-16,0.684498457998463,Yellowfin,Atlantic ocean,4-5,2037.44274197651,3.26880012384867,68.7558773274741
2019-12-30,0.480816412714465,Yellowfin,Indian ocean,5-6,2058.68899628362,2.97580490903499,66.2591178332793
2018-03-15,0.446815038896833,Albacore,Indian ocean,<1,2100.15710870013,2.1128203235706,63.4109043599363
2019-10-25,0.357379184592277,Albacore,Atlantic ocean,3-4,1975.55105968347,1.90857851810364,66.6240259251178
2018-10-21,0.415551739072004,Yellowfin,Indian ocean,>6,1999.95275733176,2.97860530631682,66.4082189373006
2019-05-31,0.750501598008448,Albacore,Pacific ocean,4-5,2008.76220777,2.333876661605,64.7952663379598
2019-07-06,0.662167668289938,Yellowfin,Pacific ocean,>6,2060.2179938934,2.83075289536146,67.4585787063389
2018-03-29,1.12435066015189,Yellowfin,Pacific ocean,<1,1603.72542538751,2.73053257167066,70.9649900474126
2018-07-19,0.281042571247296,Albacore,Indian ocean,1-3,1977.46772216195,1.7543463925091,63.5010456946611
2018-03-29,0.378967701086539,Albacore,Pacific ocean,1-3,2047.44676724059,1.90980285162178,64.445275999069
2018-06-15,0.642160887636824,Yellowfin,Atlantic ocean,>6,2106.32662775278,3.15665182310535,68.6459240718039
2019-08-13,0.152966823468223,Albacore,Pacific ocean,1-3,2344.11936268273,1.80094960441703,63.6419030966255
2018-09-21,0.8329486148179,Yellowfin,Pacific ocean,1-3,1914.50375426702,2.77478028423926,68.5720754246136
2018-05-16,0.410578290697293,Albacore,Atlantic ocean,4-5,2121.68865190604,1.64756122915744,64.3848351714439
2018-09-26,0.873655143470571,Yellowfin,Indian ocean,>6,1666.61450787513,3.13113134090874,68.700247274169
2019-01-16,0.741870605233195,Albacore,Atlantic ocean,5-6,1862.8579819413,2.19637408690302,66.3376152737249
2019-01-30,0.413384534430067,Yellowfin,Pacific ocean,5-6,1921.62763955474,3.17609223344543,66.5510558240091
2018-08-11,0.627239084317035,Yellowfin,Indian ocean,1-3,2040.31014060415,3.13326153299938,67.4155778293555
2018-03-02,0.489077097079186,Yellowfin,Indian ocean,5-6,2003.44686991467,3.07121226757216,68.2544597910784
2018-01-15,0.482857026891005,Albacore,Pacific ocean,5-6,1773.29212737039,1.70752538093161,63.2050389575652
2019-09-11,0.408226024864706,Albacore,Pacific ocean,1-3,2287.88694712783,2.27594574108046,65.3210522710921
2019-04-10,0.853296561441399,Yellowfin,Atlantic ocean,3-4,2288.29643973321,3.32440697526343,71.4311288768001
2019-12-10,0.471076693513669,Yellowfin,Indian ocean,1-3,2175.10365375621,2.94539305302325,65.8130077202836
2018-10-05,0.466002650115926,Yellowfin,Atlantic ocean,1-3,1960.35147883978,3.30919327420059,67.2209925821992
2018-01-26,0.460369616153381,Albacore,Indian ocean,1-3,2073.7898317478,2.08658418605442,60.7162056568974
2019-08-07,0.208139320791846,Yellowfin,Atlantic ocean,4-5,2241.23458458219,3.15147969413514,66.4605547366591
2019-05-18,0.689199339240294,Albacore,Pacific ocean,<1,1588.56467966684,1.90346742501575,64.0519896425614
2019-01-19,0.795381430983805,Yellowfin,Indian ocean,5-6,1657.07148711441,3.6405348563491,68.2870652695312
2019-04-28,0.366906713152862,Albacore,Atlantic ocean,1-3,1773.78134070147,1.5599069581988,63.1357461084167
2018-02-10,0.559226276864364,Albacore,Pacific ocean,5-6,1749.20504704322,2.0873907235967,61.2982082807114
2019-09-08,0.19161669136316,Albacore,Pacific ocean,4-5,2156.71088309084,1.81236193951757,61.0187622183437
2019-01-17,0.359609122884915,Albacore,Atlantic ocean,1-3,1825.06795064653,1.76899614967541,62.2724308185475
2018-04-17,0.52089579819569,Albacore,Pacific ocean,1-3,2268.71684651353,2.28985866182102,65.2825926929095
2018-07-23,0.616158854825118,Yellowfin,Indian ocean,>6,2057.19668962067,2.83240285689841,68.3375519238329
2018-02-05,0.526858962897452,Yellowfin,Pacific ocean,<1,2004.28978371967,3.44635256648997,66.3798217066476
2019-10-20,0.371096675198109,Albacore,Indian ocean,<1,2006.27877478789,1.71197092812873,59.4199661802897
2018-02-20,0.325709623488576,Albacore,Atlantic ocean,>6,2335.11954107107,2.04039365499432,67.970772383241
2018-01-09,0.528725690035426,Yellowfin,Pacific ocean,1-3,1931.77697651191,2.8233468959535,65.2530171701941
2018-03-27,0.856157574401642,Yellowfin,Atlantic ocean,1-3,2215.23627442361,2.64638416196709,68.5298243814517
2019-06-13,0.252834226169635,Albacore,Atlantic ocean,<1,2115.64199417029,2.01756777241405,61.5229813541942
2018-04-05,1.02257964164116,Yellowfin,Pacific ocean,5-6,1893.22978535068,3.04609643487075,72.6944554855165
2019-11-11,0.430018613446475,Albacore,Pacific ocean,5-6,2365.20365063661,1.92084491053156,63.9959468260087
2019-07-26,0.617427968231098,Yellowfin,Atlantic ocean,<1,1810.13202261733,2.3184638895369,65.8127355936531
2019-10-04,0.659777489907247,Yellowfin,Atlantic ocean,1-3,1824.03762479589,2.98513771015742,67.1835381865576
2019-11-24,0.686433529659433,Albacore,Pacific ocean,>6,1856.04532420197,2.05663750865896,65.2144804890497
2019-07-15,0.954289765140461,Yellowfin,Pacific ocean,3-4,1879.08429510482,2.34819110079773,70.3545661752963
2018-06-02,0.455084693288412,Yellowfin,Indian ocean,<1,1804.78345700767,2.88884488358796,66.1845773176559
2019-04-11,0.753329564737909,Yellowfin,Pacific ocean,4-5,1755.95418034363,3.42619144911097,67.4852938619004
2019-06-10,0.692395431172672,Albacore,Pacific ocean,1-3,1857.64301975382,1.96523033704163,65.7782576295295
2019-04-14,0.643824299486053,Yellowfin,Indian ocean,1-3,2248.01451243663,3.22833195433609,69.9267065018967
2018-01-04,0.498022118366047,Yellowfin,Atlantic ocean,<1,2055.19274317681,2.98322417277693,67.1718456779396
2018-04-03,0.445919084138997,Yellowfin,Pacific ocean,1-3,1745.83775986655,3.37167248656892,67.5946204962749
2018-11-27,0.359066668464768,Yellowfin,Indian ocean,>6,1704.96928970725,3.31240869263621,65.2448320065219
2018-11-07,0.584785163052077,Yellowfin,Pacific ocean,4-5,2076.92439500736,3.17286483518355,67.6422564474791
2018-02-21,0.543894163340344,Albacore,Atlantic ocean,3-4,1865.33036532075,2.12591422246033,60.9210252443689
2018-01-25,0.778370435496429,Yellowfin,Pacific ocean,5-6,1876.33707825634,3.81036788235729,69.1877862606705
2019-04-22,0.767766676816917,Yellowfin,Pacific ocean,3-4,2233.42667784199,3.30062245286975,71.6117437849005
2019-09-17,0.660325423865981,Albacore,Indian ocean,5-6,2207.06155329416,2.40659414998154,66.8371986176267
2018-04-28,1.02326255626173,Yellowfin,Indian ocean,>6,1467.60685034558,3.16448315323851,69.1792144410257
2019-06-10,0.315663357873356,Yellowfin,Atlantic ocean,5-6,2172.68889176471,3.63697969724473,68.9816585184623
2018-08-08,0.624839499724254,Albacore,Indian ocean,3-4,1958.94441718062,1.84957743999449,63.1221022266866
2018-01-30,0.0908473451218529,Yellowfin,Indian ocean,1-3,2383.21703411376,3.22700000472376,65.9188797967729
2018-05-20,0.41221707139345,Yellowfin,Pacific ocean,3-4,2138.04815071536,3.06391342998072,66.2976884957172
2018-01-14,0.376446243962436,Albacore,Indian ocean,5-6,2325.84575364318,2.00679259005938,66.4465805847685
2019-02-17,0.563395818833681,Yellowfin,Pacific ocean,1-3,2189.55781114782,2.63720322440681,68.2808139931868
2019-08-10,0.655307548191859,Yellowfin,Indian ocean,>6,1894.11631519827,3.13305868796713,67.9380844942833
2019-04-07,0.129506737192752,Yellowfin,Indian ocean,3-4,1991.77058571341,3.50204277171576,65.597942796579
2019-05-20,0.771538263686175,Yellowfin,Indian ocean,4-5,1653.04437222622,3.0327892302109,67.9418721195879
